"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2017","Confirmed","Sudad Faris",,"Iraq",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Salaheddin TV","Camera Operator,Producer","Corruption,Culture,Human Rights,War","Television","Iraq","Imam Gharbi, near Mosul",,,"Imam Gharbi, near Mosul",,"Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2017","Confirmed","Sudip Dutta Bhaumik",,"India",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Syandan Patrika","Print Reporter","Politics,Corruption","Print","India","West Tripura district",,"Tripura state","West Tripura district",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2000","Confirmed","Sufi Mohammad Khan",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ummat","Print Reporter","Crime","Print","Pakistan","Badin",,,"Badin",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Suhaib Adnan",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Baghdadia TV","Camera Operator","Politics,War","Television","Iraq","Abu Ghraib",,,"Abu Ghraib",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Suhaib al-Heeti",,"Iraq",,,"Male",,,"Journalist","Killed","Dangerous Assignment","Killed","Freelance","Asiasat","Broadcast Reporter","Politics,War,Human Rights,Culture","Television","Iraq","Heet",,,"Heet","Anbar","Local","Political Group","Confirmed",,"No",,,,,,,,,,,,,
"2013","Confirmed","Suhail Mahmoud al-Ali",,"Syria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Dunya TV","Broadcast Reporter,Editor","War","Television","Syria","Damascus",,,"Damascus",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Suleiman Abdul-Rahim al-Ashi",,"Israel and the Occupied Palestinian Territory",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Palestine","Editor","Politics","Print","Israel and the Occupied Palestinian Territory","Gaza City",,,"Gaza City",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2009","Confirmed","Sultan Mohammed Munadi",,"Afghanistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Munadi.Afghanistan.2009.1ap.jpg","AP","Journalist",,"Dangerous Assignment","Killed","Freelance","The New York Times","Print Reporter","Human Rights,War","Print","Afghanistan","an area near Kunduz",,,"an area near Kunduz",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2010","Confirmed","Sunday Gyang Bwede",,"Nigeria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Sunday%252520Gyang%252520Bwede%252520%252528The%252520Light%252520Bearer%252529.jpg","(The Light Bearer)","Journalist",,"Murder","Killed","Staff","The Light Bearer","Print Reporter","Culture,Politics","Print","Nigeria","Jos, Plateau State",,"Jos, Plateau State","Jos, Plateau State",,"Local","Mob Violence","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1999","Confirmed","Supian Ependiyev",,"Russia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Groznensky Rabochy","Print Reporter","War","Print","Russia","Grozny",,,"Grozny",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2007","Confirmed","Suresh Linbiyo",,"Sri Lanka",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Voice of Tigers","Technician","War","Radio","Sri Lanka","Kilinochchi",,,"Kilinochchi",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2011","Confirmed","Sylvain Gagnetau Lago",,"Ivory Coast",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/sylvain.jpg","","Journalist",,"Murder","Killed","Staff","Radio Yopougon","Broadcast Reporter,Editor","Politics","Television","Ivory Coast","Abidjan",,,"Abidjan",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2007","Confirmed","T. Tharmalingam",,"Sri Lanka",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Voice of Tigers","Technician","War","Radio","Sri Lanka","Kilinochchi",,,"Kilinochchi",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1993","Confirmed","Tabarali Saidaliev",,"Tajikistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/sadulloev-tajikistan.93.CJES.jpg","","Journalist",,"Murder","Killed","Staff","Ba Pesh","Editor","Business,Crime,Human Rights,Politics","Print","Tajikistan","Unknown",,,"Unknown",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2016","Confirmed","Taha Shawkat Al-Halou",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer,Internet Reporter","War","Internet","Syria","Daret Ezza, Aleppo province",,,"Daret Ezza, Aleppo province","Daret Ezza, Aleppo province","Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1993","Confirmed","Tahar Djaout",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ruptures","Editor,Publisher/Owner","Corruption,Politics","Print","Algeria","Algiers",,,"Algiers",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Tahir Awan",,"Pakistan",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Freelance","freelance","Print Reporter","War","Print","Pakistan","Dera Ismail Khan",,,"Dera Ismail Khan",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2010","Confirmed","Tahrir Kadhim Jawad",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Camera Operator","Culture,Politics,War","Television","Iraq","Garma",,,"Garma",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2017","Confirmed","Taimoor Khan",,"Pakistan",,,"Male",,,"Journalist","Killed","Dangerous Assignment","Killed","Staff","Samaa TV","Camera Operator","Crime,Politics","Television","Pakistan","Karachi",,,"Karachi",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Takieddin al-Hudhaifi",,"Yemen",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Freelance","Al-Akhbariya","Camera Operator,Photographer","War","Television","Yemen","Taiz",,,"Taiz",,"Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2013","Confirmed","Tamer Abdel Raouf",,"Egypt",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Al-Ahram","Print Reporter","Business,Corruption,Crime,Human Rights,Politics","Print","Egypt","Damanhur",,,"Damanhur",,"Local","Government Officials","Confirmed",,,,,,,,,,,,,,,
"2012","Confirmed","Tamer al-Awam",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator","Human Rights,Politics,War","Television","Syria","Aleppo",,,"Aleppo",,"Local",,"Confirmed",,,,,,,,,,,,,,,
"1998","Confirmed","Tara Singh Hayer",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Tara%252520Singh%252520Hayer_1998_Canada.1.jpg","Indo-Canadian Times","Journalist",,"Murder","Killed","Staff","Indo-Canadian Times","Editor","Politics","Print","Canada","Vancouver",,,"Vancouver",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2003","Confirmed","Taras Protsyuk",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/taras_protsyuk_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","Reuters","Camera Operator","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2003","Confirmed","Tareq Ayyoub",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/tareq_ayyoub_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","Al-Jazeera","Broadcast Reporter","War","Television","Iraq","Baghdad",,,"Baghdad",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Tarun Kumar Acharya",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Kanak TV, Sambad","Broadcast Reporter,Print Reporter","Corruption,Crime,Human Rights","Print,Television","India","Odisha",,,"Odisha",,"Local","Local Residents","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Tasar Omer",,,,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Freelance","Freelance","Print Reporter","War","Print","Bosnia","Sarajevo",,,"Sarajevo",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1992","Confirmed","Tavakkal Faizulloev",,"Tajikistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/faizulloev-tajikistan.92.CJES.jpg","","Journalist",,"Murder","Killed","Staff","Subhi Yovon","Print Reporter","Culture,Politics","Print","Tajikistan","an unknown place",,,"an unknown place",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Tayeb Bouterfif",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Algerian Radio","Broadcast Reporter","Politics,War","Radio","Algeria","Unknown",,,"Unknown",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2008","Confirmed","Telman (Abdulla) Alishayev",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/telman_%2528abdulla%2529_alishayev_russia_2008.jpg","","Journalist",,"Murder","Killed","Staff","TV-Chirkei","Columnist/Commentator","Culture","Television","Russia","Makhachkala",,,"Makhachkala",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2003","Confirmed","Terry Lloyd",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/terry_lloyd_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","ITV News","Broadcast Reporter","War","Television","Iraq","near Al-Zubayr",,,"near Al-Zubayr",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2007","Confirmed","Thaer Ahmad Jaber ",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Baghdad TV","Editor","Politics","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2015","Confirmed","Thaer al-Ajlani",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Sham FM; al-Watan","Broadcast Reporter,Camera Operator,Print Reporter","War","Print,Radio,Television","Syria","Damascus",,,"Damascus",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2015","Confirmed","Thaer Al-Ali",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rai al-Nas","Editor","Corruption,Crime,Culture,Human Rights,Politics,War","Print","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2006","Confirmed","Thaker al-Shouwili",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Shaabiya","Broadcast Reporter","Human Rights,Politics,War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Tharcisse Rubwiriza",,"Rwanda",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Orinfor","Broadcast Reporter","Politics","Radio","Rwanda","Kigali",,,"Kigali",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1996","Confirmed","Thun Bun Ly",,"Cambodia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Odom K'tek Khmer","Print Reporter","Politics","Print","Cambodia","Phnom Penh",,,"Phnom Penh",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1992","Confirmed","Tihomir Tunukovic",,"Bosnia",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","BBC TV","Camera Operator","War","Television","Bosnia","Travnik",,,"Travnik",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2011","Confirmed","Tim Hetherington",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/tim%252520hetherington.rtr.jpg","Reuters","Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer","War","Print,Television","Libya","Misurata",,,"Misurata",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2002","Confirmed","Tim Lopes",,"Brazil",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Lopes_Brazil_2002.jpg","AFP","Journalist",,"Murder","Killed","Staff","TV Globo","Broadcast Reporter","Crime","Television","Brazil","Rio de Janeiro",,,"Rio de Janeiro",,"Local","Criminal Group","Confirmed",,,"Full Justice","Yes","Yes","No",,,,,,,,,
"2007","Confirmed","Tito Alberto Palma",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/tito_alberto_palma_paraguay_2007.jpg","","Journalist",,"Murder","Killed","Staff","Radio Mayor Otaño and Radio Chaco Boreal","Broadcast Reporter","Corruption,Crime","Radio","Paraguay","Mayor Otaño",,,"Mayor Otaño",,"Foreign",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Tou Chhom Mongkol",,"Cambodia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Antarakum","Editor","Corruption","Print","Cambodia","Phnom Penh",,,"Phnom Penh",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1998","Confirmed","Tunde Oladepo",,"Nigeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","The Guardian","Print Reporter","Politics","Print","Nigeria","Abeokuta",,,"Abeokuta",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1992","Confirmed","Tura Kobilov",,"Tajikistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Bairaki Dusti","Editor",,"Print","Tajikistan","Bokhtar",,,"Bokhtar",,"Local",,"Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2014","Confirmed","Turad Mohamed al-Zahouri",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator,Photographer,Publisher/Owner","Human Rights,Politics,War","Internet","Syria","Yabroud",,,"Yabroud",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1999","Confirmed","U Hla Han",,"Myanmar",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Kyemon","Print Reporter","Corruption","Print","Myanmar","Rangoon",,,"Rangoon",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1999","Confirmed","U Tha Win",,"Myanmar",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Kyemon","Print Reporter","Corruption","Print","Myanmar","Rangoon",,,"Rangoon",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1993","Confirmed","Ugur Mumcu",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Cumhuriyet","Print Reporter","Crime,Human Rights,Politics","Print","Turkey","Ankara",,,"Ankara",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2001","Confirmed","Ulf Strömberg",,,,,"Male",,,"Journalist",,"Murder","Killed","Staff","TV4","Camera Operator","War","Television","Afghanistan","Taloqan",,,"Taloqan",,"Foreign","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Uma Singh",,"Nepal",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/uma_singh_small.jpg","A protester holds a photo of Uma Singh. (Reuters)","Journalist",,"Murder","Killed","Staff","Janakpur Today, Radio Today","Broadcast Reporter","Human Rights,Politics","Print,Radio","Nepal","Janakpur ",,,"Janakpur ",,"Local","Political Group","Confirmed",,,"Full Justice","No","No","Yes",,,,,,,,,
"2011","Confirmed","Umesh Rajput",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Nai Dunia","Print Reporter","Corruption,Human Rights,Politics","Print","India","Raipur district",,,"Raipur district",,"Local","Local Residents","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1995","Confirmed","Vadim Alferyev",,"Russia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Segodnyashnyaya Gazeta","Print Reporter","Business,Crime","Print","Russia","Krasnoyarsk",,,"Krasnoyarsk",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","Yes","No","Yes",,,,,,,,,
"2019","Confirmed","Vadym Komarov",,"Ukraine",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Komarov_killed_cap_rs.jpeg_66715caf-af9c-4a4a-81e3-20fd1536365d.jpeg","Oleg Ganin","Journalist","Killed","Murder","Killed","Freelance","Dzvin","Print Reporter","Corruption,Crime","Print,Internet","Ukraine","Cherkasy",,,"Cherkasy",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Vagif Kochetkov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/vagif_kochetkov_russia_2006.jpg","CJES","Journalist",,"Murder","Killed","Staff","Trud and Tulsky Molodoi Kommunar","Columnist/Commentator,Print Reporter","Business,Culture,Politics","Print","Russia","Tula",,,"Tula",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Valentín Valdés Espinosa",,"Mexico",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Valentin%252520Vald%2525C3%2525A9s1.jpg","Anexo","Journalist",,"Murder","Killed","Staff","Zócalo de Saltillo","Print Reporter","Corruption,Crime,Politics","Print","Mexico","Saltillo",,,"Saltillo",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2012","Confirmed","Valério Luiz de Oliveira",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Jornal","Columnist/Commentator","Sports","Radio","Brazil","Goiânia",,,"Goiânia",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2002","Confirmed","Valery Ivanov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Valery%252520Ivanov.Russia.a.2002.jpg","CJES","Journalist",,"Murder","Killed","Staff","Tolyatinskoye Obozreniye","Editor","Corruption,Crime","Print","Russia","Togliatti",,,"Togliatti",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Veeraboina Yadagiri",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Andhra Prabha","Print Reporter","Corruption,Crime","Print","India","Medak",,,"Medak",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Vénant Ntawucikayenda",,"Rwanda",,,"Male",,,"Journalist",,"Murder","Killed","Staff","TV Rwanda","Camera Operator",,"Television","Rwanda","Kigali",,,"Kigali",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1996","Confirmed","Veronica Guerin",,"Ireland",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/Guerin.Ireland.1996.AA.jpg","AP","Journalist",,"Murder","Killed","Staff","Sunday Independent","Print Reporter","Crime","Print","Ireland","Dublin",,,"Dublin",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2017","Confirmed","Veronique Robert",,"France","Switzerland",,"Female",,,"Journalist","Killed","Crossfire","Killed","Staff","#5BisProduction","Camera Operator,Photographer","War,Human Rights","Television,Internet","Iraq","Mosul",,,"Mosul",,"Foreign","Political Group","Confirmed","No",,,,,,,,,,,,,,
"1995","Confirmed","Viatcheslav Rudnev",,"Russia",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelancer","Print Reporter","Corruption,Crime","Print","Russia","Kaluga",,,"Kaluga",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1997","Confirmed","Víctor Hernández Martínez",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Como","Print Reporter","Crime","Print","Mexico","Mexico City",,,"Mexico City",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
